Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0.030182,-0.002313,9.769133,0.006391,-0.004402,0.005552
0.032823,-0.009695,9.774315,0.00473,-0.002204,0.005781
0.031186,-0.005716,9.781213,0.004546,-0.003751,0.006169
0.032348,0.008648,9.776327,0.005995,-0.004679,0.004955
0.032887,-0.009952,9.803289,0.005267,-0.005289,0.006228
0.037639,0.009346,9.802841,0.005446,-0.005262,0.007743
0.037441,0.007343,9.811819,0.003537,-0.006114,0.005877
0.03445,0.013807,9.814921,0.004883,-0.007581,0.003771
0.025336,-0.00092,9.811245,0.005234,-0.005132,0.00626
0.036021,-0.000754,9.800817,0.00512,-0.003331,0.009299
0.036094,-0.00687,9.802562,0.005999,-0.004547,0.004257
0.029966,-0.01072,9.800902,0.004611,-0.007036,0.00505
0.045587,-0.004945,9.801452,0.00663,-0.004536,0.004179
0.031713,-0.001336,9.804298,0.001943,-0.004327,0.005314
0.020526,0.003348,9.809537,0.004565,-0.004066,0.003657
0.027163,-0.007094,9.806771,0.003191,-0.00607,0.004771
0.036346,-0.004501,9.78979,0.005906,-0.003368,0.003806
0.045117,-0.002036,9.801444,0.004272,-0.003424,0.006519
0.04355,-0.008146,9.792511,0.004974,-0.006405,0.00403
0.036805,-0.004496,9.798412,0.00451,-0.003674,0.006819
0.035844,-0.002151,9.798757,0.004435,-0.001867,0.003165
0.035354,-0.006189,9.800493,0.005099,-0.003611,0.006013
0.030338,-0.010724,9.793308,0.003705,-0.004456,0.002774
0.04089,-0.005753,9.787348,0.006587,-0.001388,0.007382
0.033653,-0.004875,9.79533,0.006106,-0.001665,0.004236
0.040563,-0.006202,9.807009,0.002542,-0.003517,0.005489
0.033317,-0.0028,9.794982,0.006233,-0.004246,0.00535
0.03262,0.002894,9.805319,0.004088,-0.001938,0.006303
0.022607,-0.004398,9.794035,0.004295,-0.00391,0.00781
0.031419,-0.010943,9.795025,0.006227,-0.00524,0.007429
0.031112,0.005934,9.801865,0.006032,-0.001085,0.002014
0.028323,0.002512,9.811208,0.005155,-0.004892,0.003561
0.027283,-0.01296,9.816792,0.007239,-0.003431,0.005036
0.036917,-0.006735,9.801523,0.007466,-0.0058,0.005579
0.040181,0.014523,9.789697,0.006126,-0.004256,0.003757
0.038823,-0.010897,9.801179,0.006066,-0.003954,0.003029
0.038379,0.006034,9.798709,0.004272,-0.006467,0.00577
0.027081,-0.008305,9.808843,0.005496,-0.00483,0.003655
0.038409,0.001841,9.799414,0.003215,-0.00523,0.005562
0.044234,-0.001395,9.804898,0.003652,-0.00526,0.001332
0.040365,0.004015,9.796634,0.003647,-0.005375,0.001032
0.037141,-0.012237,9.801544,0.005966,-0.003353,0.003756
0.038723,-0.004422,9.803224,0.005412,-0.00263,0.005118
0.034647,-0.003011,9.799462,0.008536,-0.003834,0.003189
0.032829,-0.006131,9.80362,0.00792,-0.005236,0.006307
0.038612,0.006646,9.794912,0.004955,-0.004776,0.006466
0.041082,-0.005993,9.790105,0.007462,-0.004239,0.005094
0.035802,0.000939,9.804262,0.005645,-0.00525,0.004111
0.041709,0.002009,9.808352,0.005073,-0.003138,0.004912
0.045949,-0.005746,9.795592,0.005442,-0.00584,0.006459
0.032382,-0.010301,9.798809,0.006511,-0.004372,0.004606
0.04448,0.00233,9.793848,0.004273,-0.006807,0.004515
0.019557,-0.001346,9.798525,0.005263,-0.004494,0.004618
0.028775,0.000899,9.805696,0.006858,-0.007525,0.002098
0.04154,0.014799,9.79658,0.004219,-0.005455,0.004648
0.028112,0.000896,9.81329,0.005282,-0.005608,0.004362
0.038687,-0.000801,9.798728,0.005414,-0.004115,0.004525
0.033212,-0.009625,9.80639,0.003286,-0.005511,0.002293
0.042501,-0.006873,9.798722,0.003733,-0.003516,0.003913
0.032771,-0.00104,9.808777,0.007164,-0.004338,0.005727
0.04103,0.004588,9.796962,0.004119,-0.00452,0.003657
0.026464,0.004023,9.803978,0.009306,-0.002899,0.00608
0.030737,-0.001801,9.803621,0.006193,-0.006058,0.004204
0.030642,0.003546,9.799462,0.004888,-0.004591,0.00345
0.035062,0.004069,9.797704,0.003464,-0.005677,0.005545
0.032231,0.001703,9.804633,0.006732,-0.002786,0.006349
0.019672,-0.007765,9.816484,0.004537,-0.002848,0.00521
0.022996,0.007159,9.790197,0.007461,-0.002803,0.003855
0.040659,0.001937,9.7956,0.004568,-0.002735,0.00791
0.022205,-0.008695,9.815086,0.004389,-0.006178,0.005116
0.029724,-0.007087,9.795024,0.004214,-0.004091,0.003074
0.032203,-0.010365,9.813641,0.002745,-0.003769,0.0056
0.035869,-0.005802,9.805322,0.005736,-0.003495,0.004671
0.021352,-0.007145,9.807506,0.003812,-0.004504,0.002786
0.040597,-0.000247,9.801473,0.006587,-0.006925,0.004501
0.035979,-0.00014,9.79633,0.003879,-0.004023,0.005835
0.031515,-0.009534,9.800884,0.0066,-0.0057,0.007409
0.0458,0.015324,9.787581,0.007291,-0.003598,0.005494
0.044363,0.014275,9.800706,0.005642,-0.00664,0.004359
0.0402,0.000234,9.804923,0.003916,-0.00537,0.003129
0.028768,-0.000541,9.796728,0.006341,-0.001419,0.004822
0.026318,-0.009277,9.809544,0.006371,-0.001979,0.005386
0.039355,0.000605,9.796652,0.00697,-0.004937,0.005929
0.012542,-0.029197,9.819036,0.005017,-0.005948,0.004896
0.044734,0.016973,9.789305,0.005905,-0.004293,0.002631
0.038155,-0.006869,9.794275,0.004088,-0.00545,0.005861
0.031013,0.004158,9.809113,0.003489,-0.003847,0.003092
0.039404,-0.000691,9.800105,0.005848,-0.004878,0.003467
0.031331,-0.004448,9.806042,0.007304,-0.002851,0.006412
0.03084,0.002917,9.802219,0.005345,-0.001582,0.004332
0.040304,0.007725,9.800413,0.005479,-0.003375,0.004295
0.045489,0.000762,9.801091,0.006,-0.004705,0.004447
0.043787,0.00171,9.802477,0.004666,-0.005508,0.005341
0.032637,0.000484,9.797391,0.004308,-0.003017,0.004403
0.027798,0.014684,9.803237,0.004891,-0.004172,0.004794
0.024224,0.002099,9.804003,0.004764,-0.004226,0.00533
0.029223,0.005925,9.804295,0.004594,-0.004017,0.004559
0.03272,-0.006021,9.797411,0.004059,-0.003884,0.005663
0.030136,-0.004829,9.806052,0.006215,-0.00527,0.004048
0.038413,-0.000729,9.806318,0.00569,-0.003,0.004911
0.029612,0.001118,9.803616,0.004042,-0.003597,0.003926
0.032563,-0.014438,9.808137,0.003469,-0.004013,0.005347
0.029805,-0.010002,9.797796,0.005295,-0.004667,0.003782
0.029035,-0.012732,9.812644,0.003894,-0.005952,0.006033
0.030771,-0.006507,9.798119,0.006127,-0.005375,0.003449
0.02898,-0.004209,9.800538,0.006603,-0.004821,0.003435
0.045396,-0.007275,9.79456,0.007107,-0.001668,0.003322
0.039838,-0.00607,9.802881,0.004845,-0.004617,0.001922
0.032953,0.002575,9.786686,0.006398,-0.004585,0.007713
0.039185,-0.004278,9.808399,0.006582,-0.004458,0.004116
0.033687,-0.007071,9.790508,0.003238,-0.005142,0.003308
0.03007,-0.004299,9.797772,0.009511,-0.005416,0.004619
0.029139,-0.012669,9.803327,0.004062,-0.004455,0.004761
0.036839,0.000067,9.810122,0.007546,-0.004807,0.00435
0.038662,0.006896,9.798357,0.008651,-0.006316,0.006257
0.038327,-0.00009,9.795971,0.004374,-0.003379,0.003774
0.030556,-0.000823,9.796718,0.005827,-0.00316,0.00835
0.032841,0.004593,9.807029,0.004799,-0.002482,0.005353
0.0411,0.000241,9.80422,0.002703,-0.002961,0.001766
0.043291,0.001638,9.804895,0.005747,-0.007473,0.00292
0.031108,-0.009652,9.800543,0.006663,-0.004694,0.005251
0.038001,-0.002054,9.795633,0.005314,-0.004614,0.004905
0.027501,-0.009628,9.802295,0.007243,-0.005725,0.003669
0.026488,0.006549,9.80397,0.005734,-0.003319,0.004736
0.028281,0.004604,9.80051,0.006024,-0.004397,0.002252
0.030915,-0.014352,9.8047,0.005199,-0.005072,0.004205
0.018548,0.00328,9.811281,0.007969,-0.003557,0.005303
0.029718,-0.005983,9.801921,0.004846,-0.004303,0.004603
0.028182,-0.000974,9.78984,0.003675,-0.003194,0.005176
0.027028,-0.009041,9.80678,0.004974,-0.003545,0.002541
0.031144,0.001569,9.791877,0.007334,-0.002392,0.002134
0.028928,0.007605,9.803253,0.004686,-0.004641,0.006039
0.024317,0.010569,9.792931,0.005069,-0.002632,0.004075
0.028866,0.00002,9.789829,0.00392,-0.003195,0.001577
0.040319,-0.001994,9.798029,0.005873,-0.003481,0.008144
0.035062,0.003886,9.803566,0.003465,-0.004558,0.004034
0.052429,0.006507,9.793427,0.004128,-0.00495,0.002718
0.033782,-0.006543,9.798443,0.004357,-0.005354,0.005183
0.053274,0.001266,9.806201,0.008116,-0.005116,0.006673
0.031141,-0.015428,9.807467,0.00467,-0.008925,0.003119
0.038332,-0.012028,9.805672,0.003836,-0.004372,0.004873
0.047922,-0.012072,9.807667,0.004287,-0.002935,0.005542
0.038261,-0.011687,9.805672,0.002673,-0.003575,0.004749
0.035509,-0.008674,9.802918,0.004815,-0.004898,0.00498
0.02547,-0.015111,9.806471,0.005592,-0.003776,0.004116
0.038304,-0.009894,9.798075,0.005305,-0.007281,0.003979
0.01956,-0.012618,9.810296,0.003714,-0.004581,0.00304
0.031281,0.002224,9.788079,0.006307,-0.006487,0.004141
0.028997,0.000511,9.799146,0.006307,-0.004938,0.005693
0.014242,-0.006135,9.797204,0.005144,-0.005451,0.004285
0.035762,0.017596,9.778336,0.006619,-0.007823,0.00486
0.01871,-0.013637,9.800646,0.004106,-0.003713,0.003769
0.03716,-0.002218,9.782533,0.004587,-0.002307,0.004376
0.029619,0.000434,9.800861,0.005758,-0.00351,0.001375
0.033861,0.009742,9.802864,0.004847,-0.00306,0.004122
0.035798,-0.000386,9.804958,0.005523,-0.005202,0.006639
0.036184,0.021686,9.796594,0.00614,-0.001136,0.004558
0.027813,0.02183,9.800108,0.006765,-0.006923,0.005607
0.028801,0.01882,9.805287,0.006048,-0.005539,0.004745
0.040137,0.008985,9.806268,0.003361,-0.007112,0.004893
0.025577,0.006485,9.802251,0.004132,-0.004847,0.002283
0.018818,0.00864,9.818157,0.008218,-0.00348,0.005163
0.032815,0.002104,9.819801,0.007587,-0.004289,0.005902
0.02939,-0.007511,9.818831,0.005637,-0.007066,0.005352
0.034696,-0.002722,9.809802,0.007411,-0.00334,0.003883
0.022216,-0.016907,9.80684,0.005701,-0.005661,0.004125
0.035661,-0.015996,9.809154,0.004382,-0.003635,0.003645
0.040612,-0.016598,9.8005,0.005864,-0.003895,0.003534
0.031275,-0.016396,9.816082,0.00446,-0.003573,0.003613
0.037655,-0.009569,9.814638,0.003948,-0.004735,0.004951
0.036032,-0.011737,9.811897,0.006889,-0.005776,0.005974
0.032574,-0.000846,9.79774,0.004087,-0.004387,0.004131
0.038174,0.010244,9.782478,0.008218,-0.005217,0.003769
0.034286,-0.00697,9.788091,0.004419,-0.002559,0.005338
0.035052,0.003664,9.774249,0.007601,-0.003077,0.007281
0.027211,-0.006179,9.767442,0.004977,-0.006086,0.003366
0.043762,0.013248,9.773464,0.00792,-0.004664,0.001797
0.042099,0.000544,9.77076,0.003698,-0.001689,0.004283
0.028347,-0.009738,9.785729,0.004891,-0.005138,0.004807
0.027148,-0.003011,9.774336,0.004921,-0.004802,0.004146
0.027506,-0.013832,9.798172,0.003434,-0.005394,0.002659
0.043065,-0.006609,9.796645,0.007632,-0.002808,0.003604
0.042844,-0.010759,9.806316,0.006398,-0.002801,0.00365
0.031251,-0.009927,9.817786,0.005506,-0.003148,0.004515
0.038764,0.011592,9.824203,0.006209,-0.004942,0.004511
0.030631,-0.000576,9.836382,0.002518,-0.00268,0.003397
0.032396,-0.008777,9.831573,0.007025,-0.003896,0.003
0.031305,-0.013988,9.81987,0.006414,-0.005262,0.004572
0.033093,-0.004508,9.817407,0.004925,-0.003168,0.005858
0.035468,-0.0057,9.812568,0.007429,-0.00241,0.003636
0.042854,-0.005492,9.792163,0.004707,-0.005262,0.004872
0.033579,-0.007884,9.785683,0.006292,-0.002942,0.004675
0.043005,0.001577,9.786274,0.003753,-0.004553,0.002646
0.029347,-0.002503,9.803635,0.006292,-0.003949,0.006076
0.034959,-0.004225,9.790148,0.005947,-0.004623,0.003737
0.044826,-0.007506,9.798018,0.003776,-0.003528,0.003313
0.042928,-0.006758,9.794233,0.005486,-0.001856,0.006733
0.035783,-0.002599,9.79703,0.00302,-0.005149,0.005627
0.028582,0.008309,9.791874,0.006258,-0.007126,0.002971
0.036639,-0.004443,9.797719,0.005369,-0.003684,0.005506
0.026462,-0.011073,9.802999,0.004977,-0.003373,0.005146
0.029979,-0.000142,9.79362,0.006618,-0.005496,0.001998
0.024625,-0.021281,9.816499,0.003699,-0.002905,0.005413
0.027255,-0.011384,9.816444,0.004273,-0.004533,0.003199
0.031054,0.000489,9.802231,0.005633,-0.005522,0.005784
0.032105,-0.00357,9.805684,0.004368,-0.004016,0.005427
0.041066,0.002067,9.804214,0.005985,-0.004633,0.001305
0.039726,-0.017621,9.80982,0.006017,-0.003578,0.005382
0.032329,0.002161,9.812557,0.00182,-0.002251,0.005068
0.022629,0.004319,9.801933,0.003208,-0.005915,0.006394
0.025289,-0.002556,9.799867,0.005007,-0.004444,0.006514
0.035348,-0.004607,9.788424,0.00324,-0.004428,0.003356
0.035599,-0.009871,9.809828,0.005566,-0.005257,0.005375
0.03729,-0.010581,9.811192,0.005609,-0.004415,0.002078
0.041145,-0.002701,9.799753,0.005763,-0.004653,0.001132
0.025782,-0.009052,9.806787,0.004407,-0.005811,0.004347
0.043393,0.003468,9.798332,0.006581,-0.004864,0.001938
0.025014,-0.007348,9.798511,0.005074,-0.004724,0.002236
0.03367,-0.001874,9.795664,0.004622,-0.005445,0.003527
0.041809,-0.004587,9.804581,0.008436,-0.002281,0.004869
0.019244,-0.017241,9.815837,0.006066,-0.00289,0.004008
0.036692,0.008008,9.801129,0.004388,-0.005816,0.00329
0.029647,0.003608,9.800506,0.006519,-0.004975,0.005409
0.019647,-0.014051,9.80237,0.007562,-0.003295,0.004785
0.036352,-0.004412,9.795657,0.006005,-0.00402,0.005523
0.025919,-0.001276,9.796408,0.005373,-0.004242,0.005378
0.033993,-0.000759,9.794974,0.005748,-0.004174,0.005711
0.030132,-0.010328,9.801239,0.00541,-0.005033,0.00547
0.044106,-0.006787,9.796297,0.005303,-0.00342,0.004359
0.027301,-0.011963,9.80265,0.007107,-0.008121,0.005143
0.031576,0.000503,9.790498,0.004844,-0.004565,0.004178
0.031001,-0.005593,9.806735,0.005339,-0.002472,0.004155
0.025474,-0.007863,9.798512,0.008785,-0.006919,0.00627
0.029386,-0.003536,9.819152,0.0044,-0.003392,0.004813
0.038296,-0.004135,9.794946,0.004964,-0.00281,0.004644
0.041149,-0.013173,9.797376,0.006066,-0.003941,0.003645
0.02388,0.003406,9.797099,0.004046,-0.004879,0.004089
0.035184,-0.006597,9.80636,0.004995,-0.003795,0.004673
0.031689,-0.002596,9.796371,0.004834,-0.005855,0.003722
0.04862,-0.007643,9.807302,0.005182,-0.004379,0.003807
0.033765,-0.000802,9.801873,0.006072,-0.004132,0.00818
0.036597,-0.003112,9.798757,0.005302,-0.00657,0.004634
0.042932,-0.010716,9.803909,0.005535,-0.004126,0.003903
0.046044,0.005478,9.795202,0.00519,-0.003844,0.004551
0.049066,0.01083,9.789297,0.004342,-0.00507,0.005948
0.036202,0.001848,9.79218,0.002822,-0.00373,0.005087
0.034395,-0.001778,9.79911,0.006263,-0.003984,0.004962
0.028204,-0.00523,9.800548,0.00591,-0.004169,0.004235
0.040102,-0.005469,9.797705,0.005813,-0.004255,0.003066
0.035054,-0.003508,9.801522,0.004392,-0.003216,0.004093
0.018775,-0.003988,9.81406,0.005614,-0.004447,0.002937
0.024415,-0.006046,9.80437,0.004969,-0.00634,0.007775
0.040748,0.003289,9.798357,0.00311,-0.004741,0.00532
0.021395,-0.010095,9.796133,0.006092,-0.00563,0.004338
0.031028,0.007952,9.797723,0.006604,-0.006953,0.00487
0.032667,0.005251,9.809099,0.005015,-0.005621,0.002664
0.0442,0.005203,9.796597,0.004676,-0.003974,0.004203
0.053082,0.01893,9.779923,0.003376,-0.003764,0.006885
0.02414,-0.007797,9.804721,0.003842,-0.006051,0.00692
0.028678,-0.014773,9.811619,0.004514,-0.005424,0.003926
0.03092,0.005583,9.797734,0.00696,-0.005036,0.005699
0.030202,-0.0069,9.802262,0.005948,-0.007023,0.007031
0.034448,-0.00248,9.803944,0.004707,-0.003878,0.005244
0.055232,0.021784,9.777485,0.004057,-0.007148,0.004757
-31.495125,-32.966167,44.674934,0.093753,-0.087881,-0.274491
-0.500274,-0.572619,10.374585,-0.784484,0.044008,-0.097094
0.007282,-0.022224,9.832504,0.000427,-0.014025,0.001742
0.018564,-0.019269,9.82033,0.005239,-0.009544,0.005252
0.041634,0.011803,9.798312,0.004015,-0.005852,0.006325
0.045043,-0.001277,9.799376,0.00614,-0.008849,0.004957
0.048363,-0.000733,9.790726,0.008999,-0.00284,0.001257
0.033204,-0.010781,9.796743,0.00957,-0.006067,0.00628
0.0309,-0.008547,9.804336,0.005976,-0.00479,0.001516
0.034059,-0.002728,9.80946,0.006198,-0.003031,0.004144
0.046048,-0.001543,9.798675,0.007684,-0.003331,0.000894
0.029106,-0.016029,9.810586,0.006989,-0.006845,0.005691
0.043194,0.010881,9.787269,0.005632,-0.003691,0.004266
0.012239,-0.015252,9.810704,0.005661,-0.006666,0.005674
0.027724,-0.005322,9.795375,0.005483,-0.004679,0.005082
0.027683,-0.007051,9.803659,0.003817,-0.003283,0.004676
0.026927,-0.00137,9.795024,0.003631,-0.003726,0.003728
0.030242,0.009345,9.803926,0.005125,-0.004727,0.002225
0.038224,0.012904,9.797995,0.006656,-0.005206,0.004925
0.033661,-0.005275,9.798093,0.004961,-0.004289,0.003552
0.035191,-0.002396,9.804625,0.006663,-0.005823,0.003249
0.025624,0.001212,9.803306,0.008058,-0.004783,0.005904
0.04065,0.003765,9.782833,0.007297,-0.004528,0.003997
0.038238,0.002787,9.79354,0.008651,-0.001796,0.002888
0.041289,0.001936,9.794562,0.003266,-0.004134,0.005638
0.027496,0.00252,9.791207,0.00619,-0.00468,0.003159
0.028102,0.000855,9.804326,0.005946,-0.005667,0.003817
0.034534,-0.005053,9.806363,0.006311,-0.005963,0.006026
0.039019,0.002162,9.798026,0.008237,-0.005093,0.003599
0.03598,-0.002087,9.812208,0.006809,-0.007172,0.001397
0.022637,0.001007,9.803324,0.004115,-0.006596,0.003907
0.027416,-0.011732,9.809201,0.004088,-0.003705,0.005939
0.026032,0.000823,9.812265,0.004533,-0.004587,0.003726
0.028337,0.002888,9.797759,0.006589,-0.006139,0.002505
0.028211,0.00768,9.796706,0.00784,-0.005757,0.001892
0.026516,-0.012743,9.803347,0.005125,-0.00452,0.003963
0.0347,-0.005173,9.795324,0.005423,-0.004546,0.005337
0.031431,-0.008706,9.800195,0.004108,-0.0033,0.004663
0.03281,0.011027,9.795282,0.003819,-0.004506,0.007137
0.028684,-0.007711,9.797448,0.003457,-0.0048,0.004828
0.030145,0.005817,9.802217,0.003948,-0.001933,0.00309
0.039863,-0.009547,9.809098,0.004658,-0.002572,0.002897
0.049709,0.009262,9.798957,0.005636,-0.004341,0.00436
0.043014,-0.011461,9.807015,0.006434,-0.004321,0.003932
0.042826,-0.004336,9.802504,0.006641,-0.002063,0.003326
0.036912,0.001804,9.798728,0.002735,-0.002081,0.004272
0.035267,0.001507,9.791848,0.005244,-0.003837,0.004991
0.034995,-0.005227,9.807741,0.003902,-0.002604,0.001854
0.03417,0.003655,9.803578,0.005197,-0.002702,0.004539
0.035901,-0.012548,9.815693,0.005818,-0.002352,0.003861
0.030595,0.001622,9.806366,0.006008,-0.001901,0.006232
0.035631,-0.014368,9.809492,0.004778,-0.004398,0.004404
0.036905,0.010298,9.7987,0.004385,-0.00528,0.004719
0.032838,-0.009868,9.802597,0.006184,-0.003267,0.00509
0.021375,-0.007785,9.801641,0.004582,-0.004986,0.004543
0.013404,-0.017955,9.814842,0.006431,-0.002633,0.005328
0.01996,-0.002628,9.807151,0.006717,-0.003819,0.005404
0.024331,-0.00527,9.802303,0.006465,-0.003377,0.003495
0.019491,-0.002801,9.801632,0.00368,-0.003665,0.003728
0.001488,-0.005273,9.798673,0.004799,-0.004586,0.002117
0.030431,0.018927,9.781134,0.003887,-0.007087,0.003968
0.027415,0.007136,9.79085,0.003374,-0.003323,0.004094
0.035067,0.009535,9.804239,0.00713,-0.005946,0.005363
0.043161,0.005498,9.813852,0.0071,-0.004669,0.005794
0.05471,0.006041,9.815828,0.006038,-0.005092,0.004026
0.046875,-0.009667,9.812146,0.005868,-0.001504,0.0053
0.053348,0.008587,9.794445,0.00496,-0.005215,0.00497
0.043384,0.001918,9.792821,0.002853,-0.005344,0.003596
0.040111,0.001202,9.800778,0.002497,-0.005807,0.006844
0.042061,0.005267,9.809721,0.007798,-0.003837,0.003702
0.035261,0.009726,9.808029,0.004736,-0.003992,0.00425
0.016927,-0.016536,9.826539,0.005906,-0.00472,0.00281
0.03347,-0.008588,9.810899,0.003792,-0.004408,0.004706
0.029784,-0.027742,9.805868,0.002661,-0.006455,0.005279
0.046482,-0.024987,9.796418,0.006516,-0.005498,0.003755
0.032094,-0.010911,9.791305,0.006694,-0.004548,0.004594
0.037179,-0.018291,9.787495,0.006024,-0.005349,0.004859
0.039836,-0.007865,9.7833,0.006502,-0.006627,0.004367
0.023189,-0.011692,9.788951,0.006098,-0.001412,0.004324
0.024178,-0.00845,9.786179,0.006133,-0.004119,0.005402
0.04484,0.003688,9.786666,0.004138,-0.001449,0.006199
0.039157,-0.006259,9.794683,0.003642,-0.004945,0.00388
0.032218,0.007724,9.796062,0.007572,-0.005699,0.005176
0.024098,0.012947,9.805756,0.00648,-0.004732,0.000396
0.047893,0.021122,9.791407,0.006882,-0.005419,0.003678
0.02918,0.004441,9.806445,0.003789,-0.003038,0.006888
0.037472,0.010754,9.790487,0.004914,-0.002724,0.004159
0.02673,-0.007293,9.792709,0.006666,-0.005133,0.003819
0.031651,0.004554,9.796768,0.005357,-0.005238,0.003881
0.029812,-0.011335,9.80684,0.004619,-0.004529,0.005226
0.026832,-0.004918,9.821668,0.005383,-0.003441,0.00591
0.022308,-0.007627,9.838272,0.004737,-0.004826,0.002856
0.045466,0.000047,9.831169,0.005195,-0.005116,0.007053
0.035448,-0.011545,9.837498,0.004589,-0.005694,0.003847
0.044531,0.004647,9.813918,0.008005,-0.005525,0.005066
0.036521,0.002663,9.823987,0.004845,-0.006229,0.006749
0.038685,0.007049,9.804294,0.003842,-0.004898,0.005667
0.018483,-0.006041,9.818289,0.004988,-0.005874,0.003704
0.030663,0.001858,9.798853,0.004782,-0.004951,0.004655
0.034745,-0.005889,9.806437,0.006078,-0.003491,0.003447
0.027501,-0.003091,9.78751,0.003503,-0.004053,0.001485
0.0207,-0.001887,9.770658,0.003257,-0.00493,0.006563
0.038669,0.005345,9.759806,0.007358,-0.004928,0.003838
0.038758,-0.010201,9.777455,0.005941,-0.004745,0.006646
0.0324,0.012785,9.788454,0.006643,-0.004917,0.00513
0.030821,-0.002586,9.780592,0.004899,-0.003555,0.003005
0.043308,0.004161,9.817381,0.005633,-0.007266,0.005704
0.030897,0.003539,9.804018,0.006018,-0.002708,0.007268
0.032931,-0.000919,9.822991,0.001289,-0.006492,0.00291
0.035173,0.00147,9.799159,0.003543,-0.001871,0.004632
0.039201,-0.007572,9.797792,0.00345,-0.006403,0.004697
0.024783,-0.007888,9.809628,0.006196,-0.005124,0.005934
0.025194,0.000438,9.797864,0.00541,-0.003922,0.003856
0.03841,-0.002998,9.796058,0.007836,-0.005364,0.003456
0.036309,0.004376,9.796044,0.007252,-0.005376,0.003613
0.03636,-0.004048,9.808145,0.007473,-0.002354,0.005883
0.035901,-0.005923,9.798151,0.004004,-0.007731,0.004124
0.034571,-0.01044,9.816454,0.005935,-0.003449,0.003777
0.036314,-0.0039,9.792969,0.003873,-0.003575,0.003368
0.036931,0.004929,9.790174,0.005021,-0.005279,0.004923
0.031534,-0.005222,9.785762,0.006155,-0.003075,0.006146
0.03647,-0.004601,9.800558,0.003919,-0.005715,0.001763
0.039213,0.009707,9.800136,0.003945,-0.001184,0.004922
0.03513,-0.003124,9.81022,0.005691,-0.004285,0.003996
0.034417,0.006942,9.80295,0.003893,-0.007895,0.002164
0.027883,-0.012657,9.810655,0.005041,-0.005642,0.005048
0.038983,-0.00165,9.802249,0.007059,-0.003785,0.004758
0.041378,-0.00985,9.789162,0.00422,-0.004622,0.003489
0.027449,-0.009222,9.803059,0.007657,-0.005484,0.002998
0.032241,-0.010109,9.795088,0.003224,-0.006847,0.00654
0.039997,0.000363,9.794992,0.006442,-0.004262,0.007169
0.0403,0.002012,9.79533,0.005167,-0.004156,0.004013
0.03813,0.001659,9.801904,0.00663,-0.00627,0.00219
0.033329,-0.001817,9.801605,0.004484,-0.004571,0.006283
0.038039,0.00138,9.799149,0.006275,-0.005358,0.005224
0.041403,0.008418,9.804955,0.004599,-0.005332,0.004654
0.042981,-0.011354,9.803644,0.007641,-0.003635,0.007045
0.027411,-0.003177,9.815452,0.006122,-0.003985,0.004897
0.020839,0.008515,9.798212,0.00489,-0.00642,0.001446
0.027263,-0.014211,9.807216,0.003421,-0.005942,0.003182
0.037429,-0.003533,9.801583,0.004547,-0.005544,0.004213
0.037685,0.008439,9.804642,0.005912,-0.005543,0.008174
0.036501,-0.005091,9.803669,0.005528,-0.004854,0.004893
0.032757,0.00344,9.807115,0.009234,-0.007736,0.005879
0.038001,0.003964,9.793617,0.004785,-0.00557,0.005476
0.039077,-0.011312,9.815743,0.003339,-0.007845,0.004767
0.042308,-0.004115,9.803957,0.00384,-0.002236,0.00465
0.025369,0.000041,9.803038,0.005088,-0.006713,0.004695
0.040262,0.000036,9.803614,0.005875,-0.001125,0.005101
0.036209,-0.011988,9.806106,0.004043,-0.005299,0.003675
0.036692,-0.005944,9.795044,0.004461,-0.004358,0.005889
0.030897,-0.015724,9.803055,0.005334,-0.004148,0.003838
0.036538,0.010241,9.803607,0.007533,-0.00312,0.004776
0.03284,-0.012137,9.806819,0.002281,-0.003957,0.002225
0.04056,0.008457,9.793578,0.00519,-0.004465,0.006255
0.025369,-0.005849,9.807544,0.007309,-0.003736,0.006698
0.027865,0.003831,9.794725,0.005608,-0.003844,0.004582
0.029852,-0.002109,9.80784,0.006418,-0.001511,0.003187
0.039143,0.000069,9.79983,0.006061,-0.005933,0.003232
0.030804,-0.005973,9.80716,0.003778,-0.004583,0.00464
0.029595,-0.005739,9.801644,0.001897,-0.003426,0.004266
0.012559,0.000002,9.801065,0.006887,-0.006231,0.005362
0.023374,0.000496,9.797189,0.00707,-0.003009,0.002203
0.031237,0.002475,9.801263,0.004322,-0.003576,0.003475
0.028297,-0.001518,9.8044,0.006577,-0.004731,0.000537
0.04081,-0.002774,9.805347,0.004413,-0.003735,0.002546
0.042807,-0.002374,9.794291,0.005196,-0.005611,0.004211
0.029318,-0.008897,9.80235,0.008712,-0.003007,0.006924
0.029651,0.001686,9.80093,0.007595,-0.005213,0.004845
0.028637,-0.004288,9.800271,0.004623,-0.003009,0.00779
0.042398,-0.002045,9.79499,0.005326,-0.004277,0.006065
0.029365,-0.01676,9.804104,0.006537,-0.006498,0.003702
0.040186,-0.006127,9.798811,0.004366,-0.00416,0.006903
0.040526,-0.005301,9.79708,0.007084,-0.004243,0.005
0.040197,0.002329,9.800506,0.005662,-0.002706,0.00297
0.04489,0.001075,9.805305,0.005483,-0.005908,0.003825
0.036637,0.001579,9.809847,0.004115,-0.002626,0.002669
