Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
-3.09201,-2.393775,8.986234,0.003976,-0.004843,0.005288
-3.096375,-2.401683,8.969749,0.003707,-0.005265,0.003882
-3.093569,-2.393398,8.985277,0.005904,-0.005888,0.002351
-3.098392,-2.395919,8.979064,0.005069,-0.00579,0.004859
-3.08881,-2.398079,8.971039,0.003342,-0.002625,0.006194
-3.096107,-2.398125,8.990515,0.005925,-0.006935,0.004017
-3.085902,-2.385793,8.983709,0.004686,-0.00279,0.006132
-3.100631,-2.391048,8.985238,0.00658,-0.003404,0.006635
-3.103281,-2.385176,8.98076,0.005269,-0.004388,0.003538
-3.099441,-2.398566,8.985257,0.004774,-0.002988,0.004726
-3.103256,-2.385535,8.991073,0.002904,-0.003334,0.005324
-3.113411,-2.396729,8.991616,0.005208,-0.005633,0.004021
-3.1127,-2.384357,8.975661,0.002928,-0.005557,0.004291
-3.1092,-2.390175,8.981922,0.007647,-0.004825,0.004486
-3.098981,-2.387886,8.971055,0.003476,-0.004386,0.002434
-3.106606,-2.389913,8.977029,0.003341,-0.004127,0.004549
-3.104141,-2.38776,8.970768,0.006462,-0.001231,0.007668
-3.089187,-2.390069,8.986907,0.009285,-0.001589,0.005019
-3.084529,-2.37213,8.968171,0.007571,-0.002289,0.007224
-3.084689,-2.390783,8.987227,0.008677,-0.004688,0.004409
-3.092947,-2.377978,8.985881,0.009608,-0.001895,0.004829
-3.077345,-2.379015,8.983679,0.003279,-0.006149,0.003864
-3.075713,-2.38986,8.998522,0.00142,-0.006104,0.005124
-3.084859,-2.39135,8.9886,0.003687,-0.00511,0.005366
-3.091336,-2.386795,8.994876,0.006043,-0.005536,0.006894
-3.098729,-2.387614,8.994587,0.007718,-0.004496,0.004267
-3.091542,-2.39224,8.977957,0.00781,-0.003063,0.002915
-3.09023,-2.403354,8.988708,0.006855,-0.002946,0.007507
-3.087652,-2.395025,8.987234,0.006478,-0.002902,0.005426
-3.095886,-2.414304,8.988409,0.005084,-0.002632,0.006874
-3.096148,-2.401147,8.971479,0.00597,-0.004,0.006839
-3.105109,-2.406323,8.975039,0.00574,-0.005533,0.006198
-3.094695,-2.400984,8.962177,0.004409,-0.006153,0.003958
-3.100533,-2.407887,8.980839,0.002243,-0.005754,0.004541
-3.089242,-2.400905,8.973161,0.004482,-0.005188,0.004889
-3.096462,-2.38593,8.965536,0.005924,-0.003999,0.005972
-3.097631,-2.385331,8.969035,0.005093,-0.004794,0.005729
-3.097351,-2.378274,8.97725,0.005486,-0.004004,0.005654
-3.089311,-2.372012,8.975478,0.005657,-0.006571,0.003862
-3.101165,-2.371225,8.97106,0.004405,-0.004847,0.004341
-3.088089,-2.386669,8.976529,0.003349,-0.007131,0.004869
-3.099047,-2.386882,8.976309,0.003038,-0.008619,0.002321
-3.093619,-2.387727,8.980429,0.002798,-0.008243,0.007275
-3.089192,-2.403079,8.978035,0.003691,-0.00708,0.005974
-3.085793,-2.392364,8.991614,0.000723,-0.003208,0.006541
-3.096375,-2.404951,9.009083,0.003975,-0.004803,0.004928
-3.085192,-2.391454,9.008954,0.004929,-0.0039,0.005093
-3.089148,-2.391906,9.012433,0.005559,-0.003602,0.002476
-3.08452,-2.391794,9.00138,0.00666,-0.005336,0.004899
-3.096856,-2.39367,9.008042,0.005028,-0.005281,0.004992
-3.094413,-2.390419,8.995981,0.002075,-0.009635,0.006484
-3.093431,-2.398367,9.009435,0.000186,-0.012025,0.001571
-3.087284,-2.384588,8.98655,0.001647,-0.008684,0.00362
-3.102379,-2.398201,8.991177,0.005813,-0.003916,0.005326
-3.086648,-2.385065,8.964125,0.008831,-0.003117,0.006296
-3.102603,-2.389044,8.947687,0.008268,-0.003045,0.007666
-3.092139,-2.391028,8.96168,0.005273,-0.000593,0.005736
-3.097618,-2.395096,8.957354,0.007827,-0.002092,0.005842
-3.093624,-2.394213,8.95657,0.003923,-0.004265,0.004901
-3.089091,-2.384508,8.977265,0.005933,-0.005803,0.003538
-3.085289,-2.388844,8.976497,0.000219,-0.006619,0.002914
-3.090493,-2.402185,8.995903,0.0032,-0.004376,0.003919
-3.09593,-2.391476,8.994554,0.004136,-0.005292,0.001662
-3.082318,-2.405634,8.996607,0.006748,-0.006206,0.005084
-3.086929,-2.393723,8.98139,0.005518,-0.007407,0.003216
-3.102712,-2.393644,8.989881,0.003684,-0.011886,0.003229
-3.077645,-2.3923,8.983781,-0.00009,-0.01201,0.005182
-3.099016,-2.396453,8.990467,0.007687,-0.005094,0.005341
-3.087678,-2.399841,8.985825,0.001731,-0.002362,0.006216
-3.089031,-2.398036,8.98278,0.005426,-0.002668,0.004893
-3.082823,-2.385455,8.975106,0.005608,-0.002622,0.004846
-3.095341,-2.39277,8.982502,0.005814,-0.005331,0.002199
-3.080773,-2.387609,8.975837,0.007333,-0.002713,0.005478
-3.099696,-2.397224,8.991473,0.004599,-0.004704,0.005324
-3.089941,-2.39454,8.982765,0.003928,-0.005699,0.006314
-3.100112,-2.396188,8.991803,0.00395,-0.003969,0.005487
-3.084745,-2.386578,8.985786,0.004666,-0.003549,0.00257
-3.092533,-2.389688,8.975183,0.004914,-0.002847,0.004591
-3.083107,-2.382553,8.974404,0.003136,-0.004645,0.004678
-3.094066,-2.40133,8.97899,0.003634,-0.003671,0.003403
-3.088721,-2.390226,8.983123,0.007265,-0.004714,0.003576
-3.095805,-2.392306,8.986963,0.006104,-0.004176,0.003292
-3.08413,-2.400763,8.984843,0.00519,-0.005959,0.005162
-3.094283,-2.395474,8.979754,0.005919,-0.007744,0.003011
-3.088418,-2.390617,8.976222,0.005974,-0.004273,0.004004
-3.097586,-2.401634,8.989074,0.005397,-0.005062,0.00496
-3.083729,-2.393735,8.978629,0.007015,-0.004014,0.008028
-3.085115,-2.400534,8.991362,0.002073,-0.004515,0.004756
-3.091423,-2.389365,8.97761,0.002773,-0.006999,0.005914
-3.084743,-2.403199,8.973853,0.001659,-0.007366,0.006479
-3.090601,-2.391613,8.989373,0.005808,-0.006024,0.006992
-3.100049,-2.391941,8.996003,0.009549,-0.004197,0.004572
-3.097841,-2.389798,8.980868,0.005288,-0.011187,0.003626
-3.095547,-2.393034,8.999412,0.003766,-0.007778,0.00596
-3.084271,-2.39195,8.982404,0.005558,-0.00708,0.004669
-3.100765,-2.391092,8.984299,-0.000902,-0.011683,0.003919
-3.08678,-2.38652,8.988378,-0.001245,-0.015894,0.003036
-3.09553,-2.388369,8.994306,-0.009448,-0.024014,0.004543
-3.070248,-2.397154,8.985123,0.001217,-0.011696,0.003451
-3.088823,-2.404679,8.988031,0.007004,-0.005113,0.005133
-3.078521,-2.406334,8.979627,0.007188,-0.002368,0.002543
-3.083873,-2.403545,8.987165,0.009445,0.003229,0.004114
-3.095848,-2.395724,8.979377,0.008376,-0.00009,0.004337
-3.076336,-2.399776,8.982895,0.006251,0.003222,0.006669
-3.097564,-2.392143,8.979692,0.005641,0.000152,0.004131
-3.088151,-2.395898,8.972814,0.002274,-0.009144,0.003821
-3.078552,-2.397017,8.964808,0.003542,-0.007976,0.005516
-3.101751,-2.398678,8.985769,-0.001304,-0.016531,0.004689
-3.068231,-2.402655,8.987251,-0.001095,-0.017969,0.006531
-3.078458,-2.400905,8.98206,0.005332,-0.00505,0.004819
-3.074975,-2.395729,8.971665,0.006106,-0.004951,0.005908
-3.080311,-2.400551,8.998869,0.006208,0.000291,0.002128
-3.081118,-2.394168,8.977171,0.0066,0.000122,0.005158
-3.08106,-2.408011,8.983838,0.007845,-0.00461,0.002361
-3.076271,-2.390476,8.979221,0.00594,-0.004134,0.003782
-3.090793,-2.397596,8.989702,0.002074,-0.005297,0.001787
-3.078773,-2.39999,8.992012,0.003159,-0.004621,0.005136
-3.077957,-2.393122,8.985442,0.005535,-0.004217,0.006069
-3.080149,-2.401484,8.996542,0.008829,-0.001543,0.00392
-3.081142,-2.390689,8.981628,0.014801,0.004983,0.004078
-3.093058,-2.386003,8.970965,0.013044,0.006428,0.004775
-3.100737,-2.385853,8.980422,0.009833,-0.001046,0.00539
-3.095716,-2.393439,8.986959,0.005335,-0.00388,0.003657
-3.091516,-2.399794,8.979083,0.00466,-0.008054,0.004885
-3.077874,-2.385702,8.974463,0.006759,-0.009526,0.00537
-3.098428,-2.402294,8.993266,0.003533,-0.00813,0.003198
-3.084245,-2.397911,8.983128,0.007495,-0.004542,0.006068
-3.096598,-2.404791,8.990147,0.007514,-0.002177,0.00543
-3.084011,-2.395617,8.978944,0.005843,-0.003294,0.005504
-3.081233,-2.397163,8.982418,0.008593,-0.003395,0.003173
-3.07555,-2.389891,8.983419,0.009443,-0.003745,0.003172
-3.083607,-2.393074,8.993415,0.013308,0.002744,0.003485
-3.069637,-2.39304,8.979686,0.01438,0.012241,0.002151
-3.109151,-2.393091,8.992164,0.010881,0.003382,0.006875
-3.093897,-2.388673,8.968666,0.003945,-0.003111,0.003044
-3.095061,-2.402761,8.98323,0.001653,-0.008681,0.003792
-3.086349,-2.381012,8.969979,0.000524,-0.007749,0.003262
-3.078653,-2.409778,8.98999,0.002694,-0.006381,0.001625
-3.095357,-2.378109,8.989635,0.006748,-0.001294,0.00422
-3.089488,-2.399372,8.998297,0.011002,0.001926,0.0043
-3.075219,-2.386204,8.985229,0.009627,0.008474,0.004121
-3.102056,-2.393538,8.980037,0.005963,0.001508,0.001962
-3.077573,-2.399858,8.972588,0.012733,0.006109,0.005406
-3.093713,-2.407341,8.994007,0.024758,0.023684,0.005418
-3.066719,-2.401342,8.994375,0.032777,0.0327,0.006149
-3.079907,-2.400549,9.010739,0.052101,0.064645,0.005643
-3.091878,-2.378961,8.981823,0.077005,0.104702,0.006387
-3.132756,-2.351313,8.986393,0.073181,0.104926,0.005725
-3.147324,-2.352921,8.955896,0.065774,0.097884,0.006558
-3.121129,-2.383485,8.983794,0.065647,0.092053,0.002987
-3.09604,-2.389945,8.992641,0.101684,0.137236,0.004752
-3.078791,-2.415549,9.042156,0.167889,0.236845,0.006359
-3.096257,-2.386777,9.065454,0.271261,0.387316,0.010952
-3.473763,-2.099767,8.896312,0.313133,0.475927,0.029508
-3.3776,-2.190854,8.922788,0.212335,0.320248,0.064295
-3.458705,-1.949279,8.936485,0.172011,0.285834,0.03745
-3.815412,-1.508811,8.928147,0.189946,0.289974,0.132066
-3.393529,-2.191592,8.953014,0.205448,0.30607,0.145735
-3.264274,-2.418191,8.984843,0.28236,0.410646,0.057802
-3.297723,-2.525534,8.948788,0.377,0.544732,0.115781
-3.545548,-2.348814,8.911298,0.406532,0.638437,0.251773
-3.668677,-2.111647,8.881626,0.416035,0.722028,0.373089
-3.642377,-1.988215,8.818533,0.410652,0.719139,0.342514
-3.831702,-1.70868,8.814184,0.373807,0.648754,0.237313
-4.072446,-1.400102,8.855021,0.407404,0.67347,0.146384
-4.077108,-1.38377,8.803718,0.481676,0.732441,0.006458
-4.264631,-1.739268,8.741354,0.484784,0.728522,-0.147196
-4.152345,-1.946407,8.665009,0.419844,0.668299,-0.2656
-3.873873,-1.756023,8.743184,0.335254,0.528264,-0.370899
-3.683568,-1.277449,8.878226,0.315444,0.438831,-0.39305
-4.011103,-0.859665,9.196812,0.308194,0.45232,-0.219634
-4.601066,-0.866336,9.62157,0.517825,0.550419,-0.091523
-5.124518,-0.869439,9.741281,0.946584,0.62775,-0.010191
-5.192221,-1.397712,9.411125,1.21349,0.826797,0.081371
-4.601234,-1.689554,9.237659,1.270852,0.988296,0.064795
-4.245211,-2.055314,9.04291,1.109032,1.061357,0.045555
-4.349163,-2.403666,8.972618,0.748492,0.997034,0.010778
-4.430681,-2.197605,9.243145,0.376777,0.806501,-0.057256
-4.721794,-1.692274,9.196989,0.185049,0.600339,-0.092799
-4.407655,-0.902176,8.798864,0.194523,0.546753,-0.054735
-4.423353,-0.358251,8.769626,0.328442,0.54627,0.054296
-4.89376,-0.394993,8.504093,0.596504,0.500324,0.131597
-4.71663,-0.463294,8.293344,0.827267,0.531509,0.152527
-4.632769,-0.49954,8.26268,1.013839,0.563627,0.169801
-4.602899,-0.68851,8.156516,1.161514,0.529584,0.214235
-4.6112,-1.395698,8.187911,1.056634,0.460511,0.214485
-4.645723,-1.731898,8.041185,0.655462,0.38918,0.156191
-4.49674,-1.092948,8.153079,0.295347,0.363445,0.160207
-4.943306,-0.560137,8.426691,0.214561,0.324519,0.203813
-5.177032,-0.022908,8.582417,0.364013,0.263428,0.248691
-5.399213,0.390372,8.713513,0.58775,0.234471,0.304568
-5.636708,0.452595,8.674395,0.786151,0.246346,0.351743
-5.681068,0.332199,8.479791,0.935483,0.331669,0.335853
-5.364524,-0.028913,8.233993,1.057424,0.410378,0.282318
-4.710955,-0.685475,7.909119,1.057985,0.462981,0.227437
-4.268355,-1.380177,7.610379,0.886344,0.43465,0.214149
-4.423869,-1.409231,7.679787,0.461441,0.292254,0.201528
-4.655145,-0.447243,8.131686,0.026292,0.075551,0.170634
-4.88229,0.769201,8.467395,-0.113523,-0.150101,0.177272
-5.188232,1.446072,8.657657,0.095553,-0.320259,0.243251
-5.433489,1.348694,8.358594,0.422806,-0.369944,0.275317
-5.491814,0.666799,7.945704,0.624864,-0.268917,0.233686
-5.265814,-0.109719,7.695095,0.635116,-0.125555,0.148289
-5.076749,-0.218355,7.855581,0.571622,-0.066333,0.130899
-5.361211,0.002425,8.135131,0.538701,-0.109429,0.156467
-5.498984,0.217928,8.365534,0.500678,-0.109941,0.133451
-5.687901,0.295877,8.451715,0.483404,-0.035533,0.048936
-5.56883,0.646454,8.508533,0.490022,0.102718,-0.025714
-5.503813,1.471155,8.554481,0.572603,0.237046,-0.066222
-5.304099,1.661357,8.589439,0.756333,0.286717,-0.035879
-5.195106,1.008128,8.639395,0.902105,0.232961,0.055173
-5.190647,0.5828,8.812086,0.931254,0.145827,0.174556
-5.337835,0.674321,8.882761,0.848986,0.094181,0.256452
-5.514655,0.949018,8.958665,0.683139,0.099229,0.26766
-5.763051,1.107303,8.800286,0.564373,0.166297,0.196311
-5.802279,1.195273,8.57519,0.506675,0.271704,0.066205
-5.781397,1.416767,8.411592,0.479174,0.388719,-0.085242
-5.620418,1.933615,8.372499,0.524192,0.474718,-0.182889
-5.434596,2.137132,8.06513,0.614661,0.522535,-0.245654
-5.268607,1.704361,7.798524,0.70067,0.537254,-0.347323
-5.068921,0.530168,7.709048,0.700839,0.503202,-0.426889
-5.207691,0.368349,7.862484,0.636875,0.44574,-0.377659
-5.619073,1.057667,8.15545,0.601078,0.401352,-0.310613
-5.70637,1.310852,8.105576,0.536184,0.425475,-0.274469
-5.735669,1.153696,7.919312,0.418215,0.486242,-0.322577
-5.713292,1.321874,7.776498,0.316429,0.560112,-0.415411
-5.878963,1.623366,7.785434,0.283458,0.580632,-0.514876
-5.938549,2.099924,7.848892,0.307244,0.582915,-0.639714
-6.05337,1.444172,7.793471,0.372724,0.575731,-0.732218
-5.630297,0.053107,7.441852,0.370215,0.596426,-0.789051
-5.483765,-0.621745,7.382078,0.280745,0.591766,-0.727502
-5.692488,-0.27204,7.47482,0.204435,0.519055,-0.578075
-6.031657,0.396226,7.645176,0.187046,0.442446,-0.418589
-6.131144,1.037928,7.350825,0.199786,0.412685,-0.319581
-6.155766,0.933168,7.355405,0.221983,0.476083,-0.278097
-6.406807,0.92368,7.431416,0.254895,0.542704,-0.297477
-6.843208,0.825979,7.733791,0.348382,0.715373,-0.330472
-6.83938,0.880186,7.684761,0.405257,0.725224,-0.470552
-6.24265,-0.572962,7.165697,0.403864,0.802563,-0.611851
-6.105777,-1.323755,7.080861,0.240048,0.888287,-0.642132
-6.319807,-0.525591,7.507625,0.123845,0.847229,-0.538442
-6.52973,0.772798,7.361495,0.099924,0.766796,-0.546097
-6.871282,1.100212,6.998464,0.055787,0.744474,-0.60745
-6.946543,0.842427,6.935267,0.025108,0.747855,-0.606794
-6.689181,0.719154,6.924832,0.061895,0.760247,-0.663893
-6.920957,0.848496,6.60102,0.055277,0.823597,-0.785673
-6.674721,0.719355,6.160733,0.117035,0.918883,-0.877846
-5.969975,-0.103478,5.717844,0.13991,1.013754,-0.901067
-5.828463,-0.017694,5.650332,0.100653,1.000766,-0.800153
-6.178422,0.605287,5.71107,0.165767,0.850322,-0.61945
-6.263161,0.969855,5.743152,0.341487,0.649467,-0.425413
-6.489431,1.219646,5.806246,0.461477,0.457948,-0.31563
-7.142949,0.947231,5.974735,0.526901,0.306044,-0.300919
-7.200731,0.840557,6.218103,0.497988,0.262468,-0.409331
-7.049651,0.798868,6.174412,0.434126,0.254094,-0.558306
-7.510246,0.248086,7.207587,0.30859,0.824654,-0.618737
-7.639685,0.229335,7.421837,0.349929,0.702838,-0.431803
-7.497759,0.424171,6.953886,0.346005,0.617023,-0.396332
-7.628734,0.60081,6.673283,0.330517,0.684258,-0.370277
-7.664147,0.750045,6.45679,0.348882,0.67496,-0.390621
-7.986768,0.679304,6.587627,0.359779,0.559915,-0.449649
-8.253266,0.62349,6.668139,0.389982,0.521119,-0.493272
-8.101187,0.121428,6.614211,0.339033,0.634459,-0.543711
-8.013678,-0.014545,6.446603,0.173012,0.779971,-0.661147
-8.026523,0.253055,6.189379,0.019205,0.880902,-0.788943
-8.026693,0.358548,6.089801,-0.07748,0.918831,-0.862091
-8.180396,0.263223,5.963384,-0.131734,0.941688,-0.937249
-8.197389,0.377393,6.029355,-0.230992,0.961046,-0.979679
-8.256412,0.252291,5.943031,-0.274387,1.01968,-0.998563
-8.070614,0.441081,5.64548,-0.251252,1.071439,-0.94254
-7.899622,0.349723,5.179478,-0.202652,1.085944,-0.884378
-7.63009,0.050474,4.818098,-0.207906,1.079021,-0.851239
-7.626565,-0.295308,4.49898,-0.240372,1.070306,-0.881772
-7.562175,-0.633234,4.446331,-0.24033,1.127996,-0.935613
-7.663096,-0.325488,4.791174,-0.283633,1.20913,-0.95589
-8.082649,-0.405228,4.912605,-0.330572,1.217778,-0.946137
-8.140167,-0.661335,4.799499,-0.374544,1.198813,-0.940012
-8.20147,-0.87322,4.723706,-0.365216,1.173458,-0.928701
-8.484161,-0.97593,4.607256,-0.384685,1.134015,-0.90425
-8.712744,-0.924974,4.761841,-0.415657,1.085046,-0.879108
-8.804613,-0.885277,4.619448,-0.40439,1.023357,-0.834098
-8.774835,-1.078205,4.498329,-0.429793,1.022105,-0.814021
-8.656653,-1.538466,4.545062,-0.511878,1.061173,-0.852923
-8.60513,-1.638259,4.550688,-0.692121,1.114427,-0.923127
-8.901821,-1.64965,4.531104,-0.83977,1.2141,-0.994354
-9.339886,-1.556265,4.387279,-0.923647,1.315347,-1.034139
-9.314202,-1.643569,4.210621,-0.967446,1.426917,-1.050697
-9.247102,-1.855786,3.999819,-1.062011,1.570908,-1.046617
-9.261842,-2.480082,3.683873,-1.129785,1.715671,-1.097166
-9.259928,-2.549606,3.256451,-1.111198,1.821115,-1.158173
-9.212429,-2.487145,3.349902,-1.223313,1.911645,-1.218625
-9.262955,-2.303362,3.170509,-1.149826,1.87904,-1.237649
-9.161604,-2.06828,2.929118,-1.051383,1.82335,-1.201837
-9.173148,-2.274284,2.757836,-0.96006,1.776434,-1.126683
-9.214692,-2.566554,2.552295,-0.904185,1.765986,-1.07409
-9.404034,-2.998995,2.496651,-0.905073,1.806651,-1.063226
-9.576661,-3.360985,2.465457,-0.972164,1.822273,-1.104626
-9.485154,-3.353192,2.241249,-1.065747,1.78957,-1.15452
-9.502129,-3.242188,1.903744,-1.067813,1.728737,-1.179028
-9.389284,-3.01664,1.520647,-0.977094,1.640817,-1.137056
-9.137741,-3.184592,1.232451,-0.902021,1.540795,-1.062272
-8.979169,-3.601842,1.047671,-0.776202,1.42213,-1.025917
-8.930524,-3.82412,1.102678,-0.601996,1.284997,-1.009947
-8.972556,-4.047367,1.021385,-0.518758,1.182252,-1.039247
-8.956014,-4.084238,1.025997,-0.490554,1.12058,-1.092652
-8.879555,-4.15859,0.734224,-0.468935,1.069188,-1.130988
-8.779146,-4.247101,0.591099,-0.418341,1.013867,-1.15695
-8.723064,-4.35052,0.339523,-0.376947,0.963473,-1.167433
-8.724865,-4.349916,0.297419,-0.331651,0.933172,-1.162145
-8.724664,-4.284563,0.223741,-0.333225,0.95581,-1.139324
-8.772478,-4.350725,0.064466,-0.342271,0.996101,-1.128076
-8.850458,-4.413638,-0.002776,-0.361957,1.029089,-1.103389
-8.77923,-4.760908,-0.046561,-0.406816,1.053882,-1.117396
-8.756679,-4.694781,-0.114801,-0.482708,1.10931,-1.163295
-8.882844,-4.366303,-0.11004,-0.497286,1.131227,-1.139794
-9.084676,-4.658082,-0.365557,-0.484658,1.13519,-1.053013
-8.918308,-5.203917,-0.62651,-0.478697,1.140455,-0.992002
-8.616867,-5.568969,-0.732857,-0.499147,1.171343,-0.9854
-8.279719,-5.762885,-0.916502,-0.536842,1.23692,-1.036126
-7.987992,-5.723832,-1.05594,-0.611943,1.352241,-1.110183
-8.081059,-5.543981,-1.092186,-0.654915,1.43395,-1.138457
-8.35102,-5.280337,-1.159311,-0.673147,1.443483,-1.118584
-8.464969,-4.990487,-1.35542,-0.636256,1.423565,-1.027026
-8.118057,-5.08077,-1.639156,-0.553764,1.412516,-0.917972
-7.453107,-5.26861,-1.790169,-0.456996,1.408313,-0.851517
-7.046848,-5.58182,-1.835259,-0.377576,1.371816,-0.841264
-7.130754,-5.775165,-1.807434,-0.342015,1.297838,-0.875748
-7.526889,-5.97532,-1.957378,-0.342522,1.21943,-0.919333
-7.876273,-6.159112,-2.103092,-0.332184,1.140887,-0.967717
-7.886904,-6.18547,-2.088032,-0.335082,1.054374,-0.991536
-7.757113,-6.131023,-2.208665,-0.33456,0.981401,-1.004988
-7.563922,-6.085567,-2.4704,-0.340489,0.954661,-0.989894
-7.384302,-6.071485,-2.632846,-0.310888,0.971606,-0.958998
-7.231177,-6.352873,-2.70104,-0.272167,1.028319,-0.961563
-7.158714,-6.655013,-2.699154,-0.204296,1.053955,-1.006547
-7.282255,-6.82253,-2.742838,-0.156043,1.00675,-1.066768
-7.065268,-6.815434,-2.848129,-0.149724,0.963556,-1.135997
-6.609169,-6.58195,-2.910364,-0.146051,0.929793,-1.17141
-6.376465,-6.32268,-2.950613,-0.126122,0.90493,-1.145707
-6.2905,-6.381187,-3.065837,-0.146568,0.89101,-1.067634
-6.193256,-6.606807,-3.117554,-0.164426,0.890479,-1.010366
-6.1096,-6.887733,-3.108255,-0.125667,0.875147,-0.98429
-6.043893,-6.879081,-3.052543,-0.070309,0.816494,-1.004754
-6.01593,-6.845347,-3.228199,-0.01505,0.725178,-1.015242
-5.795755,-6.951858,-3.605556,0.123279,0.630901,-1.042371
-5.719697,-6.829021,-3.490817,0.293554,0.524047,-1.055148
-6.058377,-7.078461,-3.630561,0.425097,0.502717,-1.054447
-6.411914,-7.260038,-3.542115,0.359778,0.631085,-1.112041
-6.236481,-7.256424,-3.407337,0.286575,0.733316,-1.09769
-5.733931,-7.078029,-3.208264,0.177304,0.762359,-1.023801
-5.176594,-6.943257,-3.132017,0.090317,0.711551,-0.896912
-4.863906,-7.111719,-3.146952,0.045552,0.594588,-0.776997
-4.857764,-7.321342,-3.148787,0.035381,0.452098,-0.733214
-5.117878,-7.485092,-3.18874,0.061743,0.309488,-0.748664
-5.376451,-7.629109,-3.40959,0.080585,0.220794,-0.82673
-5.54674,-7.49833,-3.64376,0.015121,0.212055,-0.888553
-5.472181,-7.619303,-3.734318,-0.110505,0.293843,-0.932151
-5.185022,-7.813787,-3.654174,-0.131222,0.384549,-0.967766
-5.011157,-8.006473,-3.511516,-0.193554,0.439858,-1.000116
-4.831553,-7.972696,-3.538649,-0.233854,0.468687,-1.017307
-4.904636,-7.880852,-3.637314,-0.273717,0.509231,-1.001667
-5.162175,-8.106399,-3.878228,-0.307448,0.586458,-1.001104
-5.359237,-8.425702,-3.911267,-0.379541,0.67602,-1.091528
-5.486391,-8.421059,-4.134796,-0.383064,0.747457,-1.190882
-5.351636,-8.154072,-4.281276,-0.314073,0.828893,-1.23758
-5.155978,-8.136206,-4.241799,-0.312442,0.874233,-1.21421
-4.944123,-8.243396,-4.309155,-0.353861,0.948648,-1.166799
-4.551859,-8.135562,-4.226969,-0.401722,1.05261,-1.12672
-4.196142,-7.969786,-4.395484,-0.446384,1.175709,-1.122677
-3.923516,-7.90092,-4.621057,-0.446299,1.271667,-1.13364
-4.001016,-8.122207,-4.705748,-0.382316,1.312318,-1.192234
-4.201777,-8.495367,-4.657063,-0.342728,1.299877,-1.255749
-4.13151,-8.699413,-4.590378,-0.351282,1.239414,-1.284999
-3.79861,-8.749887,-4.603372,-0.379807,1.190989,-1.308611
-3.410744,-8.435857,-4.592532,-0.374922,1.177736,-1.31022
-2.919384,-7.989874,-4.736237,-0.398314,1.201413,-1.293596
-2.36917,-7.695205,-4.888847,-0.425252,1.253,-1.268474
-2.045586,-7.682318,-4.955477,-0.415898,1.320709,-1.231017
-1.996863,-7.942194,-4.958465,-0.326981,1.336947,-1.220169
-2.071444,-8.396305,-4.855947,-0.17085,1.276632,-1.243166
-2.184798,-8.705709,-4.827512,-0.049147,1.168684,-1.258111
-2.067104,-8.883143,-4.782139,0.025431,1.047816,-1.284498
-1.91559,-8.80897,-4.817575,0.096752,0.903317,-1.297583
-1.615586,-8.527866,-4.925592,0.153324,0.7881,-1.314746
-1.280403,-7.97391,-4.936562,0.192588,0.740634,-1.325958
-1.001858,-7.840075,-5.145266,0.231561,0.759208,-1.338225
-0.816533,-8.014323,-5.067952,0.237436,0.804342,-1.342252
-1.059289,-8.172478,-5.002975,0.214409,0.808713,-1.321331
-1.286238,-8.359716,-5.057106,0.18669,0.761406,-1.245071
-1.200339,-8.52397,-5.172007,0.140975,0.683428,-1.155224
-0.778359,-8.219647,-5.139901,0.094795,0.591499,-1.060991
-0.262092,-7.899371,-5.201262,0.103668,0.495442,-0.976997
0.3734,-7.884743,-5.15827,0.232381,0.42621,-1.021875
0.581339,-7.520094,-5.151502,0.411768,0.363661,-1.115804
0.525979,-7.182481,-5.377343,0.514928,0.340954,-1.115593
0.427431,-7.27369,-5.299536,0.542742,0.31488,-1.030478
0.40404,-7.489555,-5.127114,0.516547,0.289736,-0.894616
0.526561,-7.999053,-4.888587,0.530448,0.264417,-0.820319
0.752361,-8.48588,-4.58841,0.536218,0.210676,-0.828468
1.066582,-8.884038,-4.360993,0.557105,0.131574,-0.8716
1.004605,-8.80675,-4.33316,0.619231,0.042662,-0.924419
0.646636,-8.559224,-4.488873,0.663598,-0.022999,-0.925493
0.647943,-8.294626,-4.646691,0.70435,-0.024107,-0.860824
0.987258,-8.058556,-4.41966,0.708498,0.006209,-0.745918
1.463735,-8.013736,-4.098863,0.608236,0.048949,-0.616308
1.49612,-8.26109,-4.137297,0.532661,0.17701,-0.50517
1.572515,-9.374846,-4.080555,0.451515,0.271902,-0.509636
1.451267,-10.015175,-3.66656,0.425961,0.208656,-0.712378
1.319502,-9.968031,-3.849269,0.21499,0.063898,-0.910555
1.420588,-9.55278,-4.308494,0.174696,0.073955,-1.016806
1.484995,-8.960072,-4.342111,0.125176,0.154136,-0.97824
1.618102,-8.776403,-4.534937,0.162528,0.241072,-0.880484
1.670432,-8.755176,-4.579485,0.278499,0.250132,-0.880592
1.597171,-8.975842,-4.494852,0.393984,0.205264,-0.903173
1.574847,-9.325329,-4.294767,0.431068,0.15881,-0.931429
1.557448,-9.575595,-4.123069,0.432742,0.154036,-0.973692
1.452959,-9.726439,-4.034879,0.354772,0.21222,-1.051626
1.500171,-9.571112,-3.78984,0.25257,0.277303,-1.183419
1.756092,-9.282804,-3.655975,0.293914,0.302143,-1.278912
2.183318,-9.095732,-3.724545,0.471025,0.294665,-1.375343
2.454378,-8.757565,-3.947145,0.585768,0.30225,-1.451699
